caller_id,receiver_id,caller_phone,receiver_phone,timestamp,duration_sec,call_type
P004,P005,+91-90000-10004,+91-90000-10005,2026-08-03 01:12:00,748,voice
P040,P027,+91-90000-10040,+91-90000-10027,2026-06-15 08:09:00,271,voice
P014,P002,+91-90000-10014,+91-90000-10002,2026-07-22 08:01:00,713,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-06 00:20:00,831,voice
P035,P026,+91-90000-10035,+91-90000-10026,2026-06-20 09:54:00,391,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-07 23:04:00,466,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-07-21 10:39:00,120,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-27 12:40:00,636,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-08-22 23:27:00,651,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-06-10 19:02:00,663,voice
P023,P036,+91-90000-10023,+91-90000-10036,2026-07-27 15:37:00,245,voice
P043,P040,+91-90000-10043,+91-90000-10040,2026-07-18 10:40:00,285,voice
P011,P050,+91-90000-10011,+91-90000-10050,2026-08-10 17:14:00,43,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-07-13 23:31:00,189,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-07-16 23:45:00,851,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-25 14:44:00,199,voice
P003,P002,+91-90000-10003,+91-90000-10002,2026-06-12 08:41:00,798,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-08-21 06:44:00,527,voice
P031,P033,+91-90000-10031,+91-90000-10033,2026-08-19 02:49:00,740,voice
P023,P028,+91-90000-10023,+91-90000-10028,2026-07-25 04:06:00,396,voice
P037,P007,+91-90000-10037,+91-90000-10007,2026-07-13 04:07:00,614,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-06-09 03:10:00,574,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-27 01:52:00,524,voice
P002,P025,+91-90000-10002,+91-90000-10025,2026-07-23 15:37:00,359,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-06-27 18:01:00,525,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-06-13 11:31:00,184,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-14 15:57:00,845,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-08-22 05:11:00,711,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-08-03 14:46:00,723,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-08-09 17:55:00,283,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-07-04 07:26:00,415,voice
P046,P001,+91-90000-10046,+91-90000-10001,2026-06-12 18:00:00,457,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-08-25 21:45:00,746,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-08-26 20:27:00,369,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-07-23 15:17:00,78,voice
P004,P003,+91-90000-10004,+91-90000-10003,2026-06-11 22:11:00,517,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-07-22 22:44:00,74,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-08-10 18:41:00,151,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-07-12 00:36:00,158,voice
P022,P027,+91-90000-10022,+91-90000-10027,2026-08-07 14:46:00,796,voice
P036,P031,+91-90000-10036,+91-90000-10031,2026-08-19 09:42:00,87,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-08-26 21:56:00,813,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-17 23:21:00,632,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-06-07 22:44:00,220,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-08-15 01:30:00,645,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-08-22 00:21:00,756,voice
P021,P012,+91-90000-10021,+91-90000-10012,2026-06-10 11:13:00,578,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-06-23 08:22:00,881,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-24 00:13:00,727,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-17 12:26:00,189,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-08-26 11:00:00,411,voice
P041,P030,+91-90000-10041,+91-90000-10030,2026-06-20 19:26:00,242,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-06-25 15:57:00,824,voice
P005,P003,+91-90000-10005,+91-90000-10003,2026-06-03 06:16:00,223,voice
P013,P034,+91-90000-10013,+91-90000-10034,2026-06-19 09:31:00,553,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-07-09 23:22:00,293,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-08-26 19:21:00,400,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-08-11 10:54:00,198,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-07-07 07:09:00,468,voice
P012,P043,+91-90000-10012,+91-90000-10043,2026-08-24 06:26:00,494,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-08-07 17:45:00,638,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-06-09 15:20:00,49,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-08-12 14:50:00,246,voice
P019,P023,+91-90000-10019,+91-90000-10023,2026-07-25 05:07:00,715,voice
P026,P036,+91-90000-10026,+91-90000-10036,2026-06-19 18:57:00,672,voice
P037,P049,+91-90000-10037,+91-90000-10049,2026-06-21 05:32:00,687,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-07-04 22:07:00,853,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-06-23 07:04:00,76,voice
P040,P018,+91-90000-10040,+91-90000-10018,2026-06-19 04:15:00,166,voice
P035,P026,+91-90000-10035,+91-90000-10026,2026-07-25 10:17:00,101,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-07-19 14:50:00,825,voice
P018,P036,+91-90000-10018,+91-90000-10036,2026-08-22 11:44:00,122,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-06-20 05:50:00,378,voice
P008,P031,+91-90000-10008,+91-90000-10031,2026-06-24 00:20:00,37,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-07-18 20:55:00,757,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-26 17:58:00,155,voice
P021,P002,+91-90000-10021,+91-90000-10002,2026-08-12 06:25:00,22,voice
P030,P013,+91-90000-10030,+91-90000-10013,2026-06-18 04:48:00,883,voice
P038,P010,+91-90000-10038,+91-90000-10010,2026-08-01 19:33:00,558,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-04 08:37:00,446,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-24 18:33:00,858,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-08-11 11:51:00,141,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-06-06 15:05:00,95,voice
P003,P002,+91-90000-10003,+91-90000-10002,2026-06-08 00:35:00,326,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-06-22 11:57:00,166,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-06-04 02:15:00,713,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-08-20 09:42:00,17,voice
P036,P029,+91-90000-10036,+91-90000-10029,2026-08-08 10:59:00,851,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-20 03:29:00,140,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-06-05 15:10:00,309,voice
P049,P033,+91-90000-10049,+91-90000-10033,2026-08-13 19:42:00,162,voice
P019,P031,+91-90000-10019,+91-90000-10031,2026-08-14 06:36:00,381,voice
P002,P034,+91-90000-10002,+91-90000-10034,2026-08-24 05:53:00,163,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-02 11:18:00,583,voice
P044,P009,+91-90000-10044,+91-90000-10009,2026-07-15 08:21:00,234,voice
P006,P005,+91-90000-10006,+91-90000-10005,2026-08-10 15:35:00,523,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-08-22 19:43:00,418,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-06-12 22:40:00,473,voice
P047,P017,+91-90000-10047,+91-90000-10017,2026-08-03 10:49:00,210,voice
P044,P049,+91-90000-10044,+91-90000-10049,2026-07-15 13:07:00,136,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-08-15 13:37:00,458,voice
P010,P049,+91-90000-10010,+91-90000-10049,2026-07-01 20:02:00,773,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-08-03 11:18:00,852,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-07 12:25:00,27,voice
P040,P029,+91-90000-10040,+91-90000-10029,2026-06-14 23:42:00,39,voice
P020,P036,+91-90000-10020,+91-90000-10036,2026-06-01 05:28:00,332,voice
P039,P046,+91-90000-10039,+91-90000-10046,2026-07-19 08:41:00,856,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-06-27 04:07:00,86,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-06-01 21:09:00,146,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-27 03:51:00,887,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-08-20 14:49:00,852,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-06-09 04:55:00,270,voice
P021,P007,+91-90000-10021,+91-90000-10007,2026-07-26 09:39:00,70,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-07-26 01:28:00,58,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-06-18 08:25:00,698,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-27 21:32:00,420,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-07-12 20:05:00,870,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-07-21 23:47:00,16,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-08-03 20:07:00,678,voice
P048,P027,+91-90000-10048,+91-90000-10027,2026-08-04 22:28:00,66,voice
P046,P023,+91-90000-10046,+91-90000-10023,2026-07-21 15:33:00,353,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-08-04 11:30:00,531,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-07-16 07:48:00,498,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-07-20 20:07:00,104,voice
P030,P014,+91-90000-10030,+91-90000-10014,2026-08-19 05:18:00,401,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-07-26 21:41:00,326,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-08-03 18:41:00,708,voice
P032,P020,+91-90000-10032,+91-90000-10020,2026-07-05 19:27:00,89,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-07-21 23:15:00,261,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-07-23 22:46:00,191,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-07-15 19:38:00,896,voice
P025,P002,+91-90000-10025,+91-90000-10002,2026-08-01 13:23:00,335,voice
P032,P028,+91-90000-10032,+91-90000-10028,2026-08-25 08:14:00,894,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-08-22 19:30:00,770,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-07-01 19:10:00,642,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-07-21 20:06:00,244,voice
P012,P038,+91-90000-10012,+91-90000-10038,2026-07-17 08:32:00,229,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-06-04 12:25:00,460,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-08-14 09:33:00,68,voice
P026,P020,+91-90000-10026,+91-90000-10020,2026-08-01 00:35:00,130,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-06-01 09:59:00,120,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-07-16 22:23:00,130,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-06-09 20:23:00,519,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-07-23 17:51:00,145,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-17 12:24:00,464,voice
P015,P019,+91-90000-10015,+91-90000-10019,2026-08-20 08:02:00,580,voice
P006,P005,+91-90000-10006,+91-90000-10005,2026-08-08 10:56:00,74,voice
P024,P039,+91-90000-10024,+91-90000-10039,2026-06-17 01:42:00,141,voice
P033,P048,+91-90000-10033,+91-90000-10048,2026-06-04 01:14:00,892,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-06-23 09:17:00,288,voice
P016,P023,+91-90000-10016,+91-90000-10023,2026-08-05 11:45:00,680,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-07-15 15:44:00,233,voice
P012,P029,+91-90000-10012,+91-90000-10029,2026-06-04 01:50:00,217,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-07-26 14:15:00,652,voice
P049,P031,+91-90000-10049,+91-90000-10031,2026-07-09 16:59:00,845,voice
P007,P006,+91-90000-10007,+91-90000-10006,2026-08-14 10:05:00,230,voice
P006,P029,+91-90000-10006,+91-90000-10029,2026-08-03 13:05:00,419,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-07-26 04:28:00,888,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-08-08 17:13:00,197,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-06-17 05:43:00,106,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-08-09 17:16:00,703,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-08-19 00:18:00,604,voice
P026,P031,+91-90000-10026,+91-90000-10031,2026-07-02 20:22:00,802,voice
P035,P029,+91-90000-10035,+91-90000-10029,2026-07-11 14:16:00,347,voice
P005,P003,+91-90000-10005,+91-90000-10003,2026-06-22 17:55:00,473,voice
P042,P043,+91-90000-10042,+91-90000-10043,2026-08-08 02:17:00,794,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-07-23 07:04:00,198,voice
P007,P028,+91-90000-10007,+91-90000-10028,2026-07-01 21:07:00,257,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-07-24 14:57:00,226,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-08-08 17:03:00,476,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-07-05 18:38:00,868,voice
P006,P005,+91-90000-10006,+91-90000-10005,2026-08-03 19:44:00,185,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-07-08 15:47:00,780,voice
P008,P010,+91-90000-10008,+91-90000-10010,2026-08-12 12:08:00,541,voice
P031,P033,+91-90000-10031,+91-90000-10033,2026-08-17 22:32:00,97,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-08-17 11:21:00,641,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-06-06 07:04:00,732,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-07 04:10:00,587,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-06-22 21:20:00,18,voice
P032,P017,+91-90000-10032,+91-90000-10017,2026-06-16 12:05:00,185,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-12 21:52:00,558,voice
P026,P042,+91-90000-10026,+91-90000-10042,2026-06-13 23:18:00,646,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-01 16:28:00,528,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-08-10 19:24:00,842,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-08-23 07:24:00,811,voice
P002,P003,+91-90000-10002,+91-90000-10003,2026-07-20 14:46:00,884,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-08-13 02:56:00,324,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-06-05 18:54:00,312,voice
P029,P040,+91-90000-10029,+91-90000-10040,2026-08-24 08:18:00,302,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-08-23 08:59:00,410,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-08-17 17:34:00,605,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-06-25 16:22:00,665,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-11 08:35:00,615,voice
P045,P043,+91-90000-10045,+91-90000-10043,2026-08-03 21:07:00,410,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-06-11 21:58:00,367,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-05 03:00:00,452,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-07-20 08:07:00,287,voice
P038,P004,+91-90000-10038,+91-90000-10004,2026-07-10 13:18:00,182,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-13 07:53:00,459,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-08-10 11:16:00,432,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-07-05 08:51:00,97,voice
P046,P014,+91-90000-10046,+91-90000-10014,2026-08-09 09:01:00,93,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-09 20:54:00,327,voice
P008,P007,+91-90000-10008,+91-90000-10007,2026-07-14 20:04:00,145,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-08-18 02:50:00,664,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-06 08:55:00,746,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-08-03 02:45:00,772,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-08-03 13:37:00,644,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-08-25 19:33:00,528,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-08-09 00:31:00,702,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-07-08 03:29:00,518,voice
P015,P011,+91-90000-10015,+91-90000-10011,2026-06-18 21:31:00,280,voice
P005,P004,+91-90000-10005,+91-90000-10004,2026-08-27 07:16:00,539,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-06-14 10:11:00,485,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-07-19 05:26:00,613,voice
P008,P033,+91-90000-10008,+91-90000-10033,2026-07-02 12:00:00,715,voice
P046,P027,+91-90000-10046,+91-90000-10027,2026-06-02 06:06:00,58,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-07-16 20:59:00,481,voice
P010,P006,+91-90000-10010,+91-90000-10006,2026-06-20 19:38:00,780,voice
P043,P020,+91-90000-10043,+91-90000-10020,2026-08-07 03:53:00,113,voice
P038,P028,+91-90000-10038,+91-90000-10028,2026-07-12 10:40:00,95,voice
P027,P029,+91-90000-10027,+91-90000-10029,2026-08-16 01:35:00,100,voice
P043,P004,+91-90000-10043,+91-90000-10004,2026-07-27 17:37:00,198,voice
P039,P037,+91-90000-10039,+91-90000-10037,2026-06-14 17:22:00,284,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-08-03 02:19:00,359,voice
P001,P006,+91-90000-10001,+91-90000-10006,2026-07-18 01:34:00,212,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-06-19 23:29:00,31,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-17 23:36:00,714,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-07-01 00:11:00,355,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-06-18 16:52:00,593,voice
P003,P005,+91-90000-10003,+91-90000-10005,2026-08-11 08:00:00,335,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-08-05 04:06:00,413,voice
P001,P004,+91-90000-10001,+91-90000-10004,2026-06-20 14:29:00,846,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-07-25 17:50:00,71,voice
P035,P013,+91-90000-10035,+91-90000-10013,2026-07-24 12:15:00,54,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-20 09:56:00,475,voice
P010,P009,+91-90000-10010,+91-90000-10009,2026-07-11 11:02:00,281,voice
P002,P004,+91-90000-10002,+91-90000-10004,2026-08-09 17:23:00,887,voice
P002,P001,+91-90000-10002,+91-90000-10001,2026-07-23 01:32:00,506,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-08-27 21:45:00,99,voice
P003,P001,+91-90000-10003,+91-90000-10001,2026-06-17 06:37:00,89,voice
P006,P010,+91-90000-10006,+91-90000-10010,2026-08-18 11:16:00,518,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-07-10 02:24:00,383,voice
P027,P038,+91-90000-10027,+91-90000-10038,2026-07-13 02:43:00,378,voice
P048,P017,+91-90000-10048,+91-90000-10017,2026-07-17 16:33:00,706,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-08-19 20:12:00,792,voice
P019,P020,+91-90000-10019,+91-90000-10020,2026-07-14 22:05:00,51,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-07-16 20:24:00,345,voice
P001,P005,+91-90000-10001,+91-90000-10005,2026-08-23 03:06:00,583,voice
P010,P008,+91-90000-10010,+91-90000-10008,2026-06-27 18:07:00,585,voice
P006,P004,+91-90000-10006,+91-90000-10004,2026-06-18 20:50:00,446,voice
P005,P001,+91-90000-10005,+91-90000-10001,2026-06-01 09:28:00,859,voice
P006,P001,+91-90000-10006,+91-90000-10001,2026-08-11 07:34:00,312,voice
P004,P002,+91-90000-10004,+91-90000-10002,2026-06-02 23:56:00,440,voice
P001,P002,+91-90000-10001,+91-90000-10002,2026-06-24 12:34:00,57,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-08-03 14:03:00,345,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-08-26 22:56:00,170,voice
P015,P009,+91-90000-10015,+91-90000-10009,2026-06-15 10:41:00,770,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-06-25 11:57:00,698,voice
P006,P048,+91-90000-10006,+91-90000-10048,2026-08-25 18:54:00,115,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-07-20 10:13:00,62,voice
P005,P002,+91-90000-10005,+91-90000-10002,2026-06-21 10:03:00,73,voice
P006,P003,+91-90000-10006,+91-90000-10003,2026-08-08 23:00:00,320,voice
P023,P045,+91-90000-10023,+91-90000-10045,2026-08-07 16:43:00,463,voice
P009,P010,+91-90000-10009,+91-90000-10010,2026-08-27 19:57:00,60,voice
P004,P006,+91-90000-10004,+91-90000-10006,2026-07-26 00:22:00,210,voice
P009,P007,+91-90000-10009,+91-90000-10007,2026-06-13 16:27:00,539,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-06-15 18:29:00,289,voice
P011,P006,+91-90000-10011,+91-90000-10006,2026-08-09 09:52:00,534,voice
P007,P010,+91-90000-10007,+91-90000-10010,2026-08-01 04:01:00,237,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-06 17:41:00,876,voice
P010,P030,+91-90000-10010,+91-90000-10030,2026-06-12 06:06:00,560,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-08-20 22:45:00,682,voice
P020,P029,+91-90000-10020,+91-90000-10029,2026-08-09 15:16:00,57,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-07-21 18:16:00,661,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-08-27 21:20:00,240,voice
P046,P027,+91-90000-10046,+91-90000-10027,2026-06-08 20:05:00,158,voice
P006,P009,+91-90000-10006,+91-90000-10009,2026-06-11 21:39:00,321,voice
P007,P008,+91-90000-10007,+91-90000-10008,2026-07-24 02:42:00,196,voice
P013,P039,+91-90000-10013,+91-90000-10039,2026-06-12 06:34:00,138,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-06-15 15:01:00,17,voice
P008,P006,+91-90000-10008,+91-90000-10006,2026-08-13 13:52:00,638,voice
P005,P003,+91-90000-10005,+91-90000-10003,2026-06-05 13:02:00,852,voice
P038,P013,+91-90000-10038,+91-90000-10013,2026-07-04 04:50:00,616,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-08-14 05:00:00,27,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-08-03 16:21:00,558,voice
P025,P031,+91-90000-10025,+91-90000-10031,2026-08-12 04:23:00,643,voice
P002,P006,+91-90000-10002,+91-90000-10006,2026-08-15 02:49:00,887,voice
P008,P009,+91-90000-10008,+91-90000-10009,2026-07-19 13:26:00,239,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-25 04:11:00,60,voice
P010,P020,+91-90000-10010,+91-90000-10020,2026-08-05 21:03:00,823,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-08-12 14:08:00,673,voice
P020,P048,+91-90000-10020,+91-90000-10048,2026-06-08 13:03:00,325,voice
P048,P026,+91-90000-10048,+91-90000-10026,2026-06-27 23:58:00,893,voice
P048,P035,+91-90000-10048,+91-90000-10035,2026-07-18 02:05:00,602,voice
P031,P014,+91-90000-10031,+91-90000-10014,2026-06-15 11:38:00,418,voice
P002,P005,+91-90000-10002,+91-90000-10005,2026-08-19 13:26:00,245,voice
P006,P002,+91-90000-10006,+91-90000-10002,2026-06-08 05:12:00,75,voice
P048,P038,+91-90000-10048,+91-90000-10038,2026-07-23 13:57:00,56,voice
P047,P019,+91-90000-10047,+91-90000-10019,2026-07-03 10:48:00,794,voice
P004,P001,+91-90000-10004,+91-90000-10001,2026-07-22 02:54:00,534,voice
P045,P028,+91-90000-10045,+91-90000-10028,2026-08-03 14:06:00,95,voice
P025,P050,+91-90000-10025,+91-90000-10050,2026-07-27 18:30:00,628,voice
P003,P002,+91-90000-10003,+91-90000-10002,2026-06-26 12:53:00,694,voice
P001,P003,+91-90000-10001,+91-90000-10003,2026-08-25 00:54:00,174,voice
P003,P006,+91-90000-10003,+91-90000-10006,2026-06-09 20:19:00,813,voice
P007,P009,+91-90000-10007,+91-90000-10009,2026-07-01 10:05:00,146,voice
P012,P027,+91-90000-10012,+91-90000-10027,2026-06-23 13:29:00,500,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-06-08 15:14:00,25,voice
P017,P050,+91-90000-10017,+91-90000-10050,2026-08-18 12:04:00,533,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-08-09 12:25:00,874,voice
P009,P006,+91-90000-10009,+91-90000-10006,2026-07-26 15:22:00,487,voice
P050,P004,+91-90000-10050,+91-90000-10004,2026-06-07 12:43:00,434,voice
P001,P047,+91-90000-10001,+91-90000-10047,2026-08-09 06:54:00,796,voice
P006,P007,+91-90000-10006,+91-90000-10007,2026-06-20 15:57:00,273,voice
P014,P041,+91-90000-10014,+91-90000-10041,2026-08-01 06:32:00,27,voice
P009,P008,+91-90000-10009,+91-90000-10008,2026-08-24 18:56:00,538,voice
P003,P002,+91-90000-10003,+91-90000-10002,2026-06-16 12:14:00,225,voice
P017,P046,+91-90000-10017,+91-90000-10046,2026-07-09 16:54:00,723,voice
P019,P028,+91-90000-10019,+91-90000-10028,2026-06-26 11:08:00,617,voice
P038,P045,+91-90000-10038,+91-90000-10045,2026-08-10 22:32:00,421,voice
P011,P023,+91-90000-10011,+91-90000-10023,2026-06-05 06:00:00,746,voice
P004,P005,+91-90000-10004,+91-90000-10005,2026-07-07 20:29:00,745,voice
P027,P042,+91-90000-10027,+91-90000-10042,2026-07-06 02:58:00,476,voice
P009,P011,+91-90000-10009,+91-90000-10011,2026-08-20 04:46:00,316,voice
P026,P034,+91-90000-10026,+91-90000-10034,2026-07-03 14:46:00,468,voice
P005,P001,+91-90000-10005,+91-90000-10001,2026-07-16 02:36:00,202,voice
P006,P008,+91-90000-10006,+91-90000-10008,2026-07-10 21:01:00,49,voice
P031,P022,+91-90000-10031,+91-90000-10022,2026-06-08 16:11:00,704,voice
P010,P007,+91-90000-10010,+91-90000-10007,2026-07-03 14:23:00,204,voice
P040,P028,+91-90000-10040,+91-90000-10028,2026-06-15 06:55:00,104,voice
P010,P050,+91-90000-10010,+91-90000-10050,2026-08-08 11:52:00,653,voice
